프로그램구분,기관,일련번호,지역,국가명,대학명(국문),대학명(영문),지원자격_최소학점,지원자격_어학성적,참고사항,수학가능학과/영어강의목록 등,웹사이트,특이사항,언어권,수학가능전공분야,summary_location,summary_weather,summary_academic,summary_safety
일반교환,자매대학,E0046,유럽,루마니아,AICU,Alexandru Ioan Cuza University,-,영어(유럽) B-2,"· 위치: Iasi (루마니아 북동쪽 몰도바지역)
· 특징: 학생 수 약 24,047명","· 수학가능학과: Computer Science, Economics and Business Administration, Letters, Geography and Geology, Physics
· 일부과목 수강가능, 일부과목 영어사용, 하단(수강가능과목) 링크 참조
· 수강가능과목: https://www.uaic.ro/en/international/international-students/course-catalog-for-incoming-students/",https://www.uaic.ro/en/international/international-students/full-degree-students/,· ITP 제외,영어(유럽),"['경영/경제', '공학/기술', '자연과학']","이아시는 루마니아의 조용하고 자연친화적인 도시로, 공항에서 기숙사까지 안전하고 편리한 이동이 가능합니다.",루마니아는 계절별로 온도 변화가 크고 겨울에는 추운 날씨가 예상됩니다.,"학교 시설은 에라스무스 프로그램을 통해 잘 조성되어 있고, 수업은 적절한 수준으로 진행됩니다.","현지에서는 한국인 및 아시아인을 만나는 일이 드물었고, 주변 환경은 조용하고 안전했습니다."
일반교환,자매대학,E0047,유럽,루마니아,LBUS,Lucian Blaga University of Sibiu,-,"TOEFL(iBT) 80
IELTS 6.0
TOEIC 850","· 위치: Sibiu (부쿠레슈티에서 비행기로 45분 거리)
· 특징: 학생 수 약 14,467명","· 수학가능학과: Theology, Law, Letters and Arts, Engineering, Sciences, Medicine, Agricultural Sciences, Food Industry and Enviromental Protection, Economics, Social Sciences
· 일부과목 수강가능
· 수강가능과목:
· http://international.ulbsibiu.ro/index.php/erasmus/incoming-students/available-courses-incoming-students/
· 각 과목의 수강요건 확인 필요",http://international.ulbsibiu.ro/index.php/erasmus/incoming-students/,,영어(유럽),"['경영/경제', '공학/기술', '농업/축산', '법학', '보건/생명과학', '사회과학', '예술/디자인', '자연과학']",,,,
일반교환,자매대학,E0048,유럽,리투아니아,비타우타스 매그너스대,Vytautas Magnus University,-,영어(유럽) B-2,"· 위치: Kaunas (리투아니아 제 2의 도시)
· 특징: 학생 수 약 7,709명","· 수학가능학과: Economics and Management, Natural Sciences, Humanities, Informatics, Innovative Studies, Catholic Theology, Arts, Music Academy, Political
· Science and Diplomacy, Social Sciences, Education Academy
· 일부과목 수강가능
· 수강가능과목: http://www.vdu.lt/en/studies/courses/
· 각 과목의 수강요건(사용언어) 확인 필요",https://www.vdu.lt/en/studies/international-student-handbook/,,영어(유럽),"['경영/경제', '공학/기술', '교육학', '사회과학', '예술/디자인', '인문학', '자연과학']","학교 기숙사는 카우나스 중앙 버스정류장에서 도보 10분 거리에 위치하여 교통이 편리합니다. 대학 기숙사는 빌뉴스 공항과 카우나스 공항에서 모두 접근 가능하며, 공항 및 마을 버스를 이용하여 이동이 용이합니다. 학교는 리투아니아 내 도심 지역에 위치하고 있어 기차와 버스를 이용하여 간편하게 이동할 수 있습니다.","리투아니아는 겨울이 일찍 찾아와서 10월부터 추워지며 해를 거의 볼 수 없고, 봄에도 늦게 따뜻해지는 특징이 있습니다. 한국보다 추운 지역으로, 겨울이 길고 눈이 늦게 내리는 특징이 있으며 살짝 습하고 따뜻한 편이었습니다. 이에 춥고 습한 날씨에 대비하여 적절한 옷차림과 방한 준비가 필요합니다.",학교는 교환학생을 배려한 적절한 난이도의 수업과 잘 갖춰진 시설을 제공합니다. 수업 선택이 다양하고 어려움 없이 교환학생들을 배려하는 consultation class도 마련되어 있습니다.,"현지에서 안전하고 안정적인 분위기에서 생활했습니다. 생활환경이 안전하고 안정적으로 느껴졌으며, 치안이 좋아서 비교적 안전한 생활이 가능했습니다."
일반교환,자매대학,E0049,유럽,벨기에,University of Mons,University of Mons,-,"영어(유럽) B-2 
프랑스어 D-2","· 위치: Mons
· 특징: 학생 수 약 10,000명","· 수학가능학과: Engineering, Economics and Management, Psychology and Education Sciences, Medicine and Pharmacy, Sciences, Translation and Interpretation, Architecture and Town Planning
· 대부분의 강의가 불어로 진행
· 수강가능과목: https://web.umons.ac.be/en/training-offer/
· 각 과목의 수강요건 확인 필요",https://web.umons.ac.be/en/international/mobilite-incoming/,,"영어(유럽), 프랑스어","['경영/경제', '공학/기술', '교육학', '보건/생명과학', '사회과학', '자연과학']",,,,
일반교환,자매대학,E0050,유럽,벨기에,KdG,Karel de Grote University College,-,"TOEFL(iBT) 78
IELTS 6.0","· 위치: 	Antwerp, Belgium (교환학생 Groenplaats campus 수학 예정)
· 특징: 학생 수 약 13,000명","· 수학가능학과: Business Administration, Commercial Sciences, Applied Computer Science
· 수강가능과목(2025 Spring): https://www.kdg.be/en/education/exchange-programmes/business-exchange/spring-semester-course-overview",https://www.kdg.be/en/business-4-exchange,"· TOEIC, ITP 제외
· TOEFL(iBT) 각 영역별 18이상
· IELTS 각 영역별 5.5 이상",영어(유럽),"['경영/경제', '공학/기술', '교육학', '자연과학']",,,,
일반교환,자매대학,E0051,유럽,스웨덴,우메오대,Umeå University,-,"TOEFL(iBT) 75
IELTS 5.5","· 위치: Umea (스톡홀름에서 비행기로 약 1시간 거리)
· 특징: 학생 수 36,700명","· 수학가능학과: 하단 링크(교환학생을 위한 영어 사용 코스)참조, 과목 페이지의 수강 자격 확인 요망
· 수강가능과목(2024-2025): https://www.umu.se/en/education/exchange-students/search-courses/
· Spring / Autumn semster courses 참고",https://www.umu.se/en/education/exchange-students/,"· TOEIC, ITP 제외",영어(유럽),['교육학'],"우메오에 위치한 학교는 대중교통이 잘 발달되어 있어, 학교까지 이동이 편리합니다. 공항과 기차역에서 학교로 픽업해주는 버스가 운행되어 이동이 편리하며, 우메오는 북쪽에 위치한 작은 도시로 공항에서 기숙사로의 이동은 대형 버스를 이용할 수 있습니다.","겨울은 매우 추워 비타민D 보충이 필요하고 눈이 많이 내리는데, 스웨덴과 우메오는 겨울에 방한 준비가 필요하며 우메오는 10월부터 눈이 내리고 해가 빨리 진다는 특징이 있습니다.","- 수업은 각자의 속도에 맞게 진행되었고, 토론과 발표가 중심이었습니다. 학교는 다양한 국적의 친구들과 함께 잘 갖춰진 시설에서 수업을 즐겁게 들었으며, 적절한 난이도를 가졌습니다.","- 스웨덴은 안전하고 평화로운 환경으로, 소매치기나 인종차별과 같은 문제에 대한 걱정이 적었습니다. 현지에서의 생활은 안전하고 안정적으로 진행되었으며, 주변 생활 환경도 안전하고 안정적으로 느껴졌습니다."
일반교환,자매대학,E0052,유럽,스위스,제네바비즈니스스쿨,Geneva School of Business Administration,-,영어(유럽) B-2,"· 위치: Geneva (제네바의 외각 도시인 카루즈에 위치/ 18세기 중세 모습을 간직하고 있는 도시로 잘 알려짐)
· 특징: 학생 수 약1,000명","· 수학가능학과: (영어 사용) International Business Management, (영어, 프랑스어 사용) Information Science, (프랑스어 사용)  Business Information Systems,  Business Administration
· 수강가능과목:
· 1. Bachelor of Science in International Business Management (completely taught in English): https://www.hesge.ch/heg/en/education/bachelors/international-business-management#program?full-time-program-(ibms)
· 2. Bachelor of Science in Business Administration (completely taught in French): https://www.hesge.ch/heg/formations/bachelors/economie-entreprise#plan-des-modules?a-plein-temps
· 3. Bachelor of Science in Business Information Systems (completely taught in French): https://www.hesge.ch/heg/formations/bachelors/informatique-gestion#plan-des-modules?a-plein-temps
· 4. Bachelor of Science in Information Science - library and archivist - (completely taught in French and some courses taught in English): https://www.hesge.ch/heg/formations/bachelors/information-science#plan-des-modules?a-plein-temps",https://www.hesge.ch/heg/en/node/343,· ITP 제외,영어(유럽),"['경영/경제', '교육학', '자연과학']","제네바는 호수를 끼고 아름다운 풍경을 감상할 수 있으며, 교통권을 이용해 편리하게 버스와 트램을 탈 수 있습니다. 스위스 HEG는 프랑스와 인접하여 이동이 용이하며, 지역 내 교통 수단을 편리하게 이용할 수 있습니다.","제네바의 날씨는 사계절이 뚜렷하지 않고, 서늘하고 건조하며, 부슬부슬 내리는 비가 잦습니다. 여름에는 덥지 않지만 예측하기 어려운 특징을 가지고 있으며, 처음에는 뜨거웠지만 시간이 지남에 따라 선선해지고, 눈을 기대했지만 비가 더 많이 왔습니다.","학교는 시설이 잘 갖춰져 있고, 수업은 전반적으로 적절한 수준입니다. 강의는 전공과 교양 과목으로 이루어져 있으며, 교실 시설도 만족스럽습니다.","현지와 스위스에서의 생활은 안전하고 안정적했으며, 편안한 경험을 했습니다."
일반교환,자매대학,E0054,유럽,스페인,레이후안카를로스대,Rey Juan Carlos University,-,"영어(유럽) B-2
 DELE B1","· 위치: Madrid (스페인 마드리드 지방 도시인 모스톨레스 위치)
· 특징: 학생 수 약 45,458명","· 수학가능학과: (MADRID – VICÁLVARO CAMPUS ) ECONOMICS & BUSINESS SCIENCES, LEGAL & POLITICAL SCIENCES,  EDUCATION & SPORTS SCIENCES, & INTERDISCIPLINARY STUDIES
· (QUINTANA/FERRAZ BRANCH) COMMUNICATION SCIENCES, ECONOMICS & BUSINESS SCIENCES
· 수강가능과목(2024-2025):
· file:///C:/Users/wongd/Downloads/00_ENG_FACTSHEET_2024_2025.pdf
· Factsheet Academic Offer 참고
· https://www.urjc.es/estudios/grado#ciencias-sociales-y-juridicas
· 상단 수학가능학과 내에서 검색
· 해당학교 지원시 스페인어 자격증 필요",https://www.urjc.es/internacional/inicio,"· ITP 제외
· 스페인어 필수","기타, 영어(유럽)","['경영/경제', '공학/기술', '교육학', '법학', '사회과학', '스포츠과학', '자연과학', '커뮤니케이션/미디어']","마드리드 공항에서는 대중교통이나 공항택시를 이용하여 시내로 이동할 수 있고, 학교는 시내에서 지하철로 30분 거리에 위치합니다.",겨울은 따뜻하고 봄에는 날씨가 좋아져서 기온이 상승하여 공원에 매일 놀러 다닐 만큼 날씨가 좋아집니다.,"학교 주변 시설은 부족하지만, 수업 및 학습 환경은 만족스러웠습니다.",여행 및 생활 중에 안전 문제로 큰 불편함을 느끼지 않았습니다.
일반교환,자매대학,E0055,유럽,스페인,U-tad,University Center for Technology and Digital Art,-,"TOEFL(iBT) 75
IELTS 5.5
TOEIC 800
 DELE B1","· 위치: Madrid
· 특징: 애니메이션/미디어 분야 특화 대학
· 학생 수 약 1,300명","· 수학가능학과: Animation, Interactive Product Design
· 일부과목 영어사용
· 수강가능과목:
· (Animation) https://u-tad.com/en/studies/animation-studies/
· (Game Design) https://www.u-tad.com/en/studies/degree-in-game-design-2/
· 링크 접속 후, study plan의 각 학년 클릭, 각 과목의 lengua vehicular항목이 영어인지 확인",https://www.u-tad.com/en/,· ITP 제외,"기타, 영어(유럽)",['예술/디자인'],"U-Tad은 마드리드 외각에 위치하며, 주변에는 세고비아로 이동할 수 있는 Moncloa 역이 있어 교통이 편리합니다.","마드리드의 겨울은 덜 춥지만 온수매트와 겹겹이 입을 옷이 필요합니다. 또한, 일교차가 크기 때문에 주의가 필요합니다.",학교는 기숙사가 없지만 시설은 잘 갖춰져 있고 수업은 전반적으로 적절합니다.,마드리드는 안전한 도시로 생활환경이 안정적합니다.
일반교환,자매대학,E0057,유럽,스페인,바르셀로나대학교,University of Barcelona,-,"영어(유럽) B-2 
DELE B1","· 위치: Barcelona
· 특징: 학생 수 약 62,304명
· 역사가 오래됨(1450년 설립)","· 수학가능학과: Bioinformatics, Business Administration and Management, International Business, Physiotherapy, Tourism
· 일부과목 영어사용, 학기별로 상이할 수 있음, 하단링크 참조 요망
· 중어중문학과 지원불가
· 수강가능학과 제외한 학과는 영어수업인 과목이어도 스페인어 자격증 요구
· 수강가능과목: http://www.ub.edu/sl/en/socio/transparencia.php?angles=1
· https://web.ub.edu/ca/web/estudis/cercador-graus?idioma_atribut=2974686&idioma_atribut=2974682",http://www.ub.edu/uri/estudiantsNOUB/intercanvis/welcomeang.htm,"· TOEIC, ITP 제외","기타, 영어(유럽)","['경영/경제', '공학/기술', '관광/호텔/레저']","바르셀로나는 대중교통이 잘 발달되어 있어 이동이 편리하며, 학교가 도심에 위치해 있어 주변 교통 시설을 쉽게 이용할 수 있습니다. 이로 인해 학교 주변의 교통 시설을 편리하게 활용할 수 있습니다.",스페인은 유럽 중에서 날씨가 매우 좋아 우산이 필요하지 않습니다.,"수업 과목 다양성은 한정적이지만, 타 전공 수업도 신청 가능하며 스페인어 과목도 인정됩니다. 학교 주변 헬스장 할인 혜택과 함께 편리한 학교 시설을 이용할 수 있습니다.",바르셀로나는 안전한 도시로 생활환경이 안정적합니다.
